SQL Statements,Modified_Statements,Missing Type,Missing Element,Error Position,Query Length,Query Type
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [101B_2_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_01.txt].proteinCG2_01 LEFT JOIN  [101B_2_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_02.txt].proteinCG2_02 LEFT JOIN  [101B_2_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_03.txt].proteinCG2_03 LEFT JOIN  [101B_5_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_01.txt].proteinCG5_01 LEFT JOIN  [101B_5_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_02.txt].proteinCG5_02 LEFT JOIN  [101B_5_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_03.txt].proteinCG5_03 LEFT JOIN  [101B_8_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_01.txt].proteinCG8_01 LEFT JOIN  [101B_8_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_02.txt].proteinCG8_02 LEFT JOIN  [101B_8_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_03.txt].proteinCG8_03 LEFT JOIN  [101B_11_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_11_01.txt].proteinCG11_01 LEFT JOIN  [101B_11_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_11_02.txt].proteinCG11_02 LEFT JOIN  [101B_11_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_11_03.txt].proteinCG11_03 LEFT JOIN  [101B_26_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_26_01.txt].proteinCG26_01 LEFT JOIN  [101B_26_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_26_02.txt].proteinCG26_02 LEFT JOIN  [101B_26_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_26_03.txt].proteinCG26_03 LEFT JOIN  [101B_29_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_29_01.txt].proteinCG29_01 LEFT JOIN  [101B_29_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_29_02.txt].proteinCG29_02 LEFT JOIN  [101B_29_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_29_03.txt].proteinCG29_03 LEFT JOIN  [101B_32_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_32_01.txt].proteinCG32_01 LEFT JOIN  [101B_32_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_32_02.txt].proteinCG32_02 LEFT JOIN  [101B_32_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_32_03.txt].proteinCG32_03 LEFT JOIN  [101B_35_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_35_01.txt].proteinCG35_01 LEFT JOIN  [101B_35_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_35_02.txt].proteinCG35_02 LEFT JOIN  [101B_35_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_35_03.txt].proteinCG35_03 LEFT JOIN  [103B_221_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_221_01.txt].proteinCG221_01 LEFT JOIN  [103B_221_02 new.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_221_02 new.txt].proteinCG221_02 LEFT JOIN  [103B_221_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_221_03.txt].proteinCG221_03 LEFT JOIN  [103B_224_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_224_01.txt].proteinCG224_01 LEFT JOIN  [103B_224_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_224_02.txt].proteinCG224_02 LEFT JOIN  [103B_224_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_224_03.txt].proteinCG224_03 LEFT JOIN  [103B_227_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_227_01.txt].proteinCG227_01 LEFT JOIN  [103B_227_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_227_02.txt].proteinCG227_02 LEFT JOIN  [103B_227_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_227_03.txt].proteinCG227_03 LEFT JOIN  [103B_230_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_01.txt].proteinCG230_01 LEFT JOIN  [103B_230_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_02.txt].proteinCG230_02 LEFT JOIN  [103B_230_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_230_03.txt].proteinCG230_03 LEFT JOIN  [103B_242_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_242_01.txt].proteinCG242_01 LEFT JOIN  [103B_242_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_242_02.txt].proteinCG242_02 LEFT JOIN  [103B_242_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_242_03.txt].proteinCG242_03 LEFT JOIN  [103B_245_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_245_01.txt].proteinCG245_01 LEFT JOIN  [103B_245_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_245_02.txt].proteinCG245_02 LEFT JOIN  [103B_245_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_245_03.txt].proteinCG245_03 LEFT JOIN  [103B_248_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_248_01.txt].proteinCG248_01 LEFT JOIN  [103B_248_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_248_02.txt].proteinCG248_02 LEFT JOIN  [103B_248_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_248_03.txt].proteinCG248_03 LEFT JOIN  [103B_251_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_251_01.txt].proteinCG251_01 LEFT JOIN  [103B_251_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_251_02.txt].proteinCG251_02 LEFT JOIN  [103B_251_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[103B_251_03.txt].proteinCG251_03,No modification,N/A,N/A,{},5974,SELECT
"select count([protein code-1]),  [crystals?]--,  [diffraction?],  [data set?] --substring([protein code-1],  7,  5) as family, from [xstal_tracker.csv] where [protein code-1] like 'Myth%' group by [crystals?],  [diffraction?],  [data set?]",No modification,N/A,N/A,{},239,SELECT
"select count(*) from (select u.[ec numbers] as enzyme,  a.* from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot) ) as foo","select (*) from (select u.[ec numbers] as enzyme,  a.* from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot) ) as foo",Missing Function,count,{'count': 2},150,SELECT
SELECT  * FROM  [1123].[OAMS_SkylineData.csv] WHERE  PrecursorCharge <3,select  * FROM  [1123].[OAMS_SkylineData.csv] WHERE  PrecursorCharge 3,Missing Comparision,<,{'<': 7},71,SELECT
"SELECT  Station, MIN([Depth..m.]) AS MinDepth FROM  [446].[V2_GEOMICS_Fe-Cu-Mn-Zn-Vedamati.csv] GROUP BY  Station",No modification,N/A,N/A,{},113,SELECT
"SELECT  budget ,  category_label as category ,  Description ,  cast(inv_date as date) as inv_date ,  BAR_Amt ,  cd,  PO_Invoice,  Encumbered FROM  [1314howe].[ALL_Operations_Details.csv] where len(INV_Date) <2",No modification,N/A,N/A,{},209,SELECT
SELECT  * FROM  [1123].[OABS_ETS_S3] Where [Protein ID] like 'CGI_10025389',No modification,N/A,N/A,{},75,SELECT
"SELECT  probability as [probability BSiT6_2], spectrum as [spectrum BSiT6_2], expect as [expect BSiT6_2], peptide as [peptide BSiT6_2], protein as [protein BSiT6_2] FROM  [412].[table_interact-2014_Sept_08_BeringSea65.pep.xls11C8C]",No modification,N/A,N/A,{},231,SELECT
SELECT  * FROM  [412].[Fusion_48.prot_1.txt] LEFT JOIN  [412].[Fusion_56.prot_1.txt] ON [412].[Fusion_48.prot_1.txt].protein=[412].[Fusion_56.prot_1.txt].protein,SELECT  *  [412].[Fusion_48.prot_1.txt] LEFT JOIN  [412].[Fusion_56.prot_1.txt] ON [412].[Fusion_48.prot_1.txt].protein=[412].[Fusion_56.prot_1.txt].protein,Missing Keywords,FROM,{'FROM': 3},161,SELECT
SELECT  * FROM  [532].[dc_schools_1.csv] ORDER BY  [lea_code] DESC,No modification,N/A,N/A,{},66,SELECT
"SELECT  [expect] AS [N2.1 expect], [peptide] AS [N2.1 peptide], [protein] AS [N2.1 protein] FROM  [412].[table_interact-2015_June_9_BactDetection22.pep.xlsDAB45]","SELECT  [expect] AS [N2.1 expect], [peptide] AS [N2.1 peptide], [protein] AS [N2.1 protein]  [412].[table_interact-2015_June_9_BactDetection22.pep.xlsDAB45]",Missing Keywords,FROM,{'FROM': 14},161,SELECT
SELECT  * FROM  [1059].[table_sfl.csvEC0E4] WHERE  lon < -30,No modification,N/A,N/A,{},60,SELECT
SELECT  * FROM  [1314howe].[uwsalaries.csv] WHERE  title like '%SOFTWARE%' order by sal desc,SELECT  * FROM  [1314howe].[uwsalaries.csv] WHERE  title like order by sal desc,Missing Value,%SOFTWARE%',"{""%SOFTWARE%'"": 8}",92,SELECT
"SELECT  Seqname, Source, Feature, StartIdx, EndIdx, Score, Strand, Frame, SUBSTRING(GroupID, 0, CHARINDEX('",No modification,N/A,N/A,{},107,SELECT
"SELECT  ROW_NUMBER() OVER (ORDER BY  TAIL_NUM,  YEAR,  DEP_TIME) ID,  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM, DATEFROMPARTS(YEAR,  MONTH,  DAY_OF_MONTH) DATE, CARRIER,  DEP_TIME,  ARR_TIME,  DISTANCE,  AIR_TIME FROM  [372].[flights09] WHERE  TAIL_NUM != ''","SELECT  ROW_NUMBER() OVER (ORDER BY  TAIL_NUM,  YEAR,  DEP_TIME) ID,  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM, DATEFROMPARTS(YEAR,  MONTH,  DAY_OF_MONTH) DATE, CARRIER,  DEP_TIME,  ARR_TIME,  DISTANCE,  AIR_TIME FROM  [372].[flights09] WHERE   != ''",Missing Column,TAIL_NUM,{'TAIL_NUM': 26},251,SELECT
"SELECT  TOP 30 a.fullname,  count(*) as c FROM   [1143].[author] a, [1143].[authored] b, [1143].[inproceedings] p WHERE  a.fullname = b.fullname and b.pubID = p.id and booktitle='SOSP' GROUP BY  a.fullname ORDER BY  c DESC",No modification,N/A,N/A,{},222,SELECT
SELECT  [peptide BSinit_1] FROM  [412].[interact-2014_Sept_08_BeringSea29.pep.xls] UNION ALL SELECT  [peptide BSinit_2] FROM  [412].[interact-2014_Sept_08_BeringSea30.pep.xls],No modification,N/A,N/A,{},175,SELECT
"SELECT  count(distinct gdgt.[Depth..m.]),  count(distinct gdgt.[Station]) SELECT   count(distinct gdgt.[Depth..m.]),   count(distinct doc.[Depth..m.]),   count(distinct gdgt.[Station]),   count(distinct doc.[Station]) FROM  [446].[table_V2_Carlson_carbon data_GeoMICS.csv] gdgt FULL OUTER JOIN , [446].[V2_GDGT Data for Francois database.csv] doc ON gdgt.[Depth..m.] = doc.[Depth..m.] FROM  (SELECT  Depth as [Depth..m.],  Station FROM  [446].[V2_O2_measurements_final.csv]) gdgt",No modification,N/A,N/A,{},479,SELECT
"select hw1.*,  ow.x - hw1.x as xdiff,  ow.y - hw1.y as ydiff,  ow.z - hw1.z as zdiff from config_ow ow,  config_hw1 hw1 where ow.idx + 1 = hw1.idx",No modification,N/A,N/A,{},146,SELECT
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A2165] ,  [tot indep spectra] AS [tot spectra A2165] FROM  [412].[A2_file165.txt]","SELECT  DISTINCT CASE WHEN ('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A2165] ,  [tot indep spectra] AS [tot spectra A2165] FROM  [412].[A2_file165.txt]",Missing Function,PATINDEX,{'PATINDEX': 5},417,SELECT
SELECT  * FROM  [412].[3 peps per protein] LEFT JOIN  [412].[Average peptide expression] ON [412].[3 peps per protein].[peptide sequence]=[412].[Average peptide expression].[peptide sequence],No modification,N/A,N/A,{},191,SELECT
"SELECT REPLACE(tempdate, '2012', '12') FROM  [1057].[Thompson10_tempdate.csv]",No modification,N/A,N/A,{},77,SELECT
SELECT  * FROM  [table_Collaborators10yrRev.csv] WHERE  DEPT='UBC',No modification,N/A,N/A,{},66,SELECT
"select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot)","select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a join [uniprot_enzyme_map.csv] u (u.accession = a.uniprot)",Missing Keywords,on ,{'on:12},133,SELECT
"WITH  Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  [1059].[STATS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance","WITH  Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  [1059].[STATS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2),  ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance",Missing Keywords,OVER,{'OVER':11},882,OTHER
select top 20 * FROM  [354].[twitter_rv.6200000],No modification,N/A,N/A,{},48,SELECT
"WITH  UniquePos AS (SELECT  DISTINCT [time],  [LAT],  [LON] FROM  [1059].[SFL_VIEW]), Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  UniquePos) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) * 1.94384 AS [Velocity (knots)] FROM  Distance","WITH  UniquePos AS (SELECT  DISTINCT [time],  [LAT],  [LON] FROM  [1059].[SFL_VIEW]), Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  ) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) * 1.94384 AS [Velocity (knots)] FROM  Distance",N/A,N/A,{},964,OTHER
"SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace(price_amount,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount != '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC","SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace( ,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount != '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC",Missing Value,price_amount,{'price_amount': 5},488,SELECT
SELECT  * FROM  [1123].[BiGo_lar_nonred_ID split]id LEFT JOIN  [1123].[_BiGo_lar_M1_hack]M1 ON id.[chr]=M1.[chr] AND  id.[start]=M1.[start] LEFT JOIN  [1123].[_BiGo_lar_T1D3_hack]T1D3 ON id.[chr]=T1D3.[chr] AND  id.[start]=T1D3.[start] LEFT JOIN  [1123].[_BiGo_lar_T1D5_hack]T1D5 ON id.[chr]=T1D5.[chr] AND  id.[start]=T1D5.[start] LEFT JOIN  [1123].[_BiGo_lar_M3_hack]M3 ON id.[chr]=M3.[chr] AND  id.[start]=M3.[start] LEFT JOIN  [1123].[_BiGo_lar_T3D3_hack]T3D3 ON id.[chr]=T3D3.[chr] AND  id.[start]=T3D3.[start] LEFT JOIN  [1123].[_BiGo_lar_T3D5_hack]T3D5 ON id.[chr]=T3D5.[chr] AND  id.[start]=T3D5.[start],No modification,N/A,N/A,{},611,SELECT
SELECT  * FROM  [412].[proteins significant by qvalue.txt] LEFT JOIN  [table_Cg proteome db evalue -10.txt] ON [proteins significant by qvalue.txt].protein=[table_Cg proteome db evalue -10.txt].Protein,No modification,N/A,N/A,{},201,SELECT
select FROM  [412].[SpC-L for all oysters (average spc)],No modification,N/A,N/A,{},56,SELECT
"SELECT  * ,  Year(CAST([TIME.GMT] AS datetime)) as [yy] ,  Month(Year(CAST([TIME.GMT] AS datetime))) as [mm] ,  Day(Year(CAST([TIME.GMT] AS datetime))) as [dd] ,  DatePart(hh,  Year(CAST([TIME.GMT] AS datetime))) as [hh] ,  DatePart(mm,  Year(CAST([TIME.GMT] AS datetime))) as [mm] ,  DatePart(ss,  Year(CAST([TIME.GMT] AS datetime))) as [ss] FROM  [446].[V2_GeoMICS_ctd_rawdata.csv]","SELECT  * ,  Year(CAST( AS datetime)) as [yy] ,  Month(Year(CAST([TIME.GMT] AS datetime))) as [mm] ,  Day(Year(CAST([TIME.GMT] AS datetime))) as [dd] ,  DatePart(hh,  Year(CAST([TIME.GMT] AS datetime))) as [hh] ,  DatePart(mm,  Year(CAST([TIME.GMT] AS datetime))) as [mm] ,  DatePart(ss,  Year(CAST([TIME.GMT] AS datetime))) as [ss] FROM  [446].[V2_GeoMICS_ctd_rawdata.csv]",Missing Column,[TIME.GMT],{'[TIME.GMT]': 4},383,SELECT
SELECT  * FROM  [826].[Pm_UreaSiP_allSigDEup] DE left join [826].[PmESTs_annotated_by_FracyFilteredModels2_pathway_annotations] annotate on DE.Urea_TranscriptID = annotate.query_id,No modification,N/A,N/A,{},180,SELECT
SELECT  * FROM  [1123].[Phel_sig_normalized_exp]sig left join [1123].[Phel_clc_wID_info]des on sig.contig=des.Column1,SELECT *  FROM  [1123].[Phel_sig_normalized_exp]sig left join [1123].[Phel_clc_wID_info]des on sig.contig=des.Column1,Missing Allias,sig,{'sig': 4},117,SELECT
SELECT  DISTINCT [scan number] FROM  [412].[all scan numbers June 9 data],No modification,N/A,N/A,{},73,SELECT
"SELECT  *, cast (M1ratio as float) as M1ratio, cast (T1D3ratio as float) as T1D3ratio, cast (T1D5ratio as float) as T1D5ratio, cast (mean as float) as mean","SELECT  *, cast (M1ratio as float) M1ratio, cast (T1D3ratio as float) as T1D3ratio, cast (T1D5ratio as float) as T1D5ratio, cast (mean as float) as mean",Missing Keywords,as,{'as': 5},155,SELECT
"WITH  all_tracks AS (SELECT  *,  ROW_NUMBER() OVER (ORDER BY  [time] ASC) AS row FROM  [277].[SFL_VIEW]), track_stats AS (SELECT  COUNT(*) as num_tracks,  CASE WHEN COUNT(*) < 1000 THEN 1 ELSE convert(int,  (COUNT(*)+999)/1000) END AS granularity FROM  all_tracks) SELECT  lat,  lon,  [time],  num_tracks,  granularity,  row FROM  all_tracks,  track_stats WHERE  (num_tracks-row) % granularity = 0 AND  (num_tracks - row) > 495 ORDER BY  [time] ASC","WITH  all_tracks AS (SELECT  *,  ROW_NUMBER() OVER (ORDER BY  [time] ASC) AS row FROM  [277].[SFL_VIEW]), track_stats AS (SELECT  COUNT(*) as num_tracks,  CASE WHEN COUNT(*) < 1000 THEN 1 ELSE convert(int,  (COUNT(*)+999)/1000) END AS granularity FROM  ) SELECT  lat,  lon,  [time],  num_tracks,  granularity,  row FROM  all_tracks,  track_stats WHERE  (num_tracks-row) % granularity = 0 AND  (num_tracks - row) > 495 ORDER BY  [time] ASC",N/A,N/A,{},448,OTHER
"WITH  Numbered AS (SELECT  [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [DateTime] ASC) AS [Row] FROM  [1059].[SDS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig ORDER BY  [DateTime] ASC","WITH  Numbered AS (SELECT  [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [DateTime] ASC) AS [Row] FROM  [1059].[SDS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig ORDER BY  [DateTime] ",Missing Function,ASC,{'ASC': 123},725,OTHER
"select USER_NAME(p.grantee_principal_id) AS principal_name, dp.type_desc AS principal_type_desc, p.class_desc, OBJECT_NAME(p.major_id) AS object_name,  o.type, p.permission_name, p.state_desc AS permission_state_desc,  p.* from    sys.database_permissions p inner   JOIN  sys.database_principals dp on     p.grantee_principal_id = dp.principal_id inner   JOIN  sys.objects o on p.major_id = o.object_id WHERE  o.type = 'V' and dp.type_desc = 'SQL_USER'","select (p.grantee_principal_id) AS principal_name, dp.type_desc AS principal_type_desc, p.class_desc, OBJECT_NAME(p.major_id) AS object_name,  o.type, p.permission_name, p.state_desc AS permission_state_desc,  p.* from    sys.database_permissions p inner   JOIN  sys.database_principals dp on     p.grantee_principal_id = dp.principal_id inner   JOIN  sys.objects o on p.major_id = o.object_id WHERE  o.type = 'V' and dp.type_desc = 'SQL_USER'",Missing Function,USER_NAME,{'USER_NAME': 2},452,SELECT
SELECT  COUNT (*) FROM  [206].[Test Sharing Upload],No modification,N/A,N/A,{},51,SELECT
select FROM  [1123].[filt3_M1]m1 join [1123].[filt3_M3]m3 on m1.M1ID=m3.M3ID join [1123].[filt3_T1D3]t1d3 on m1.M1ID=t1d3.T1D3ID join [1123].[filt3_T1D5]t1d5 on m1.M1ID=t1d5.T1D5ID join [1123].[filt3_T3D3]t3d3 on m1.M1ID=t3d3.T3D3ID join [1123].[filt3_T3D5]t3d5 on m1.M1ID=t3d5.T3D5ID where [M1coverage] >= '5' and [M3coverage] >= '5' and [T1D3coverage] >= '5' and [T1D5coverage] >= '5' and [T3D3coverage] >= '5' and [T3D5coverage] >= '5',No modification,N/A,N/A,{},438,SELECT
